SOR,DTA,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25
1962,04/05/2020,1,1,1,1,,1,,,1,,,1,1,1,1,1,,,1,1,1,1,,,
1963,06/05/2020,,,1,1,1,,,1,1,1,1,1,1,1,1,,,1,,1,,,,1,1
1964,08/05/2020,1,1,1,,1,,,1,1,1,,1,1,1,1,1,1,,1,,,,1,,
1965,11/05/2020,1,1,,1,1,1,,,,1,,1,,,,1,,,1,1,1,1,1,1,1
1966,13/05/2020,1,,1,1,1,1,1,,1,,,1,1,1,1,1,,1,1,,,,,1,
1967,15/05/2020,1,1,1,,1,,1,1,,1,1,1,1,1,1,,1,,,,,,1,1,
1968,18/05/2020,1,1,1,1,1,,1,,1,,,,1,1,,1,,1,,1,,1,1,,1
1969,20/05/2020,,,,1,1,1,1,,1,,,,1,1,1,1,,1,1,1,,1,1,1,
1970,22/05/2020,,,1,,,1,,1,1,1,1,1,1,1,,1,1,,,1,1,,,1,1
1971,25/05/2020,,,1,,,1,,1,1,1,,,1,1,1,1,1,1,1,,1,,1,,1
1972,27/05/2020,,,1,,,,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,,1
1973,29/05/2020,,1,1,,,1,1,1,1,1,,,1,1,,1,1,1,1,,,,1,,1
1974,01/06/2020,1,1,,1,1,1,,,1,1,1,1,,,,1,,,,1,1,,1,1,1
1975,03/06/2020,,1,,,1,,1,1,1,1,1,1,1,,,1,1,,,1,,1,1,,1
1976,05/06/2020,1,,1,,,,1,,1,1,1,,1,1,1,,1,1,1,1,,1,,1,
1977,08/06/2020,1,,1,1,1,,1,,,1,,1,1,,1,1,1,1,1,,,1,1,,
1978,10/06/2020,1,,,1,1,1,1,1,1,1,,1,1,,1,1,,,,1,,,1,1,
1979,12/06/2020,,,,1,1,1,,,1,1,1,1,1,1,1,1,,1,,,1,1,,,1
1980,15/06/2020,,,1,1,1,,1,,1,1,,,1,,,1,1,1,1,,1,1,1,1,
1981,17/06/2020,1,1,1,1,1,1,1,,,,,1,1,,1,,1,,,1,,,1,1,1
1982,19/06/2020,1,1,1,1,1,,1,,,,,,,1,1,1,1,1,1,1,,1,,,1
1983,22/06/2020,1,1,,,1,1,1,1,1,1,1,1,,,,1,,,1,1,,,1,1,
1984,24/06/2020,,1,,1,1,,,,,1,1,1,1,1,,1,,,1,1,1,,1,1,1
1985,26/06/2020,1,1,1,,,1,1,,1,,1,1,,1,1,,1,,,,1,1,1,1,
1986,29/06/2020,1,,,1,1,,1,1,,1,1,1,1,,1,,1,1,,,1,,1,1,
1987,01/07/2020,,1,1,1,1,1,,,,1,1,1,1,,1,1,1,,1,,1,1,,,
1988,03/07/2020,,1,,,1,1,1,,1,,1,1,,1,1,,1,,1,,1,1,1,1,
1989,06/07/2020,1,1,,1,,1,1,,1,1,1,1,,,,1,1,,1,,,,1,1,1
1990,08/07/2020,,,,1,,1,1,1,1,,1,,1,1,,1,1,,1,1,,,1,1,1
1991,10/07/2020,1,1,,,1,1,1,1,,1,,,,1,1,1,1,1,,1,,1,,1,
1992,13/07/2020,,,1,1,1,1,1,1,1,,1,1,,1,,,,,1,1,1,1,1,,
1993,15/07/2020,1,,1,1,1,1,,1,1,1,,,1,,1,1,,,,1,1,1,1,,
1994,17/07/2020,,,1,1,1,1,1,1,1,,1,1,,,,,1,,1,1,,1,,1,1
1995,20/07/2020,1,,1,,1,,1,,1,1,1,1,1,1,,,,1,1,1,,,1,,1
1996,22/07/2020,,1,,1,1,,1,1,1,1,1,1,1,,,,,1,1,1,,1,,,1
1997,24/07/2020,,1,,1,,1,1,1,1,,,1,1,1,1,1,,1,,1,1,1,,,
1998,27/07/2020,1,,1,1,1,1,,,,1,1,1,1,1,,,1,,1,1,,1,,1,
1999,29/07/2020,,,1,1,,1,1,1,1,,,,1,,1,,1,,1,1,,1,1,1,1
2000,31/07/2020,,1,1,1,,,1,,,,1,1,,1,,1,1,1,1,1,,1,1,1,
2001,03/08/2020,1,1,1,,,1,1,,1,1,1,,,,,1,1,,1,1,1,1,,,1
2002,04/08/2020,,1,1,,1,,,1,,1,,1,1,1,,1,1,1,1,1,,,,1,1
2003,05/08/2020,1,,,,1,1,1,1,1,1,1,1,,,1,,1,,,1,,1,,1,1
2004,06/08/2020,1,,1,1,,,,1,,1,1,1,1,1,1,,,1,1,,1,1,,,1
2005,07/08/2020,,,1,,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1
2006,08/08/2020,1,1,,1,1,,1,1,,1,,,1,,,,1,,1,1,1,,1,1,1
2007,10/08/2020,1,,1,,1,1,,,,1,1,,,,1,1,1,1,1,1,1,1,,1,
2008,11/08/2020,,1,1,,1,1,,1,,1,1,1,1,1,1,,1,,,,1,,1,,1
2009,12/08/2020,1,1,1,1,1,,1,,,,,1,1,,1,1,1,,1,1,,1,,1,
2010,13/08/2020,,1,1,1,1,1,,,,1,1,1,,,,1,,,1,1,1,1,,1,1
2011,14/08/2020,1,,,,1,,1,,,1,1,,1,,,1,,1,1,1,1,1,1,1,1
2012,15/08/2020,1,,1,1,,1,,,1,1,,1,,,1,1,1,1,,1,,1,,1,1
2013,17/08/2020,1,1,,1,,,1,1,,1,1,,,1,,1,,,1,1,1,,1,1,1
2014,18/08/2020,,,1,1,,1,1,1,1,1,,,,,1,1,1,1,1,,,1,1,,1
2015,19/08/2020,,1,1,1,1,1,,1,1,,1,,1,,1,,1,1,,1,,,1,,1
2016,20/08/2020,,1,1,,,,,,1,1,1,,1,1,1,,1,1,1,,,1,1,1,1
2017,21/08/2020,1,1,1,1,1,,,1,,,,,1,,1,1,,,1,1,1,1,,1,1
2018,22/08/2020,1,1,1,1,1,,,1,,,1,1,1,1,,,1,1,,1,1,1,,,
2019,24/08/2020,1,,1,,1,1,,1,1,1,1,,,1,,,1,1,,1,,,1,1,1
2020,25/08/2020,,1,1,1,1,,1,1,1,,,1,,,1,1,1,,1,1,1,,,,1
2021,26/08/2020,1,1,1,1,,1,1,1,,1,,1,,,1,,,1,1,,,1,1,1,
2022,27/08/2020,1,,1,,,1,,1,1,1,1,1,1,1,,,1,1,,,1,1,,,1
2023,28/08/2020,1,1,,1,,,,1,,1,1,1,,1,1,1,1,,1,1,1,,,,1
2024,29/08/2020,1,1,1,1,1,1,,1,1,,1,,,1,,,1,1,,,1,,1,1,
2025,31/08/2020,,1,1,1,,1,,1,1,1,,1,,1,1,1,,1,1,1,,1,,,
2026,01/09/2020,1,,1,1,1,1,,,,,1,,1,1,,1,,,1,1,1,1,1,1,
2027,02/09/2020,1,1,1,,,1,1,,1,,,1,1,,,1,1,,,1,1,,1,1,1
2028,03/09/2020,1,1,1,1,1,1,,1,1,,,,,,1,1,,1,1,1,,,1,,1
2029,04/09/2020,,,1,1,,,1,1,,1,1,1,1,,,1,1,,1,,,1,1,1,1
2030,12/09/2020,,1,1,1,1,1,,,1,1,,1,,1,1,,1,,1,,,1,1,,1
2031,14/09/2020,1,1,1,,,,1,1,1,1,,1,1,,1,,,1,,1,,,1,1,1
2032,15/09/2020,,1,,1,1,,1,1,1,,,1,1,,1,,1,1,1,,1,1,,,1
2033,16/09/2020,1,1,,,1,1,,,,1,1,1,1,1,,1,1,,1,1,1,1,,,
2034,17/09/2020,1,,1,1,1,,1,1,1,,1,,1,1,,1,,1,1,,,1,,1,
2035,18/09/2020,,,1,,,,,1,,1,1,1,1,1,,1,,1,1,1,,1,1,1,1
2036,19/09/2020,,,,1,1,1,1,1,,,1,1,1,,,,1,1,1,,1,1,1,,1
2037,21/09/2020,1,1,,1,,,1,1,1,1,1,,,1,,1,,1,,1,1,1,1,,
2038,22/09/2020,1,,1,,1,,1,,,1,1,1,,1,1,,1,1,1,1,,,,1,1
2039,23/09/2020,1,1,1,1,1,1,,,,1,1,,,1,1,,,,1,,1,,1,1,1
2040,24/09/2020,,1,1,,,,,1,,1,1,1,1,1,1,1,,,,1,1,1,1,1,
2041,25/09/2020,1,1,,1,,,1,,1,,1,,1,1,,1,1,,1,,,1,1,1,1
2042,26/09/2020,,1,1,1,,,,1,1,1,,1,,1,1,,1,1,,,1,1,,1,1
2043,28/09/2020,,,1,,1,,1,,1,,,1,1,1,1,,1,1,1,,1,1,1,,1
2044,29/09/2020,,,1,,1,1,,,,1,1,,1,,,1,1,1,1,1,1,1,,1,1
2045,30/09/2020,1,,1,,1,,,,1,,,1,1,,1,1,1,1,1,1,1,,,1,1
2046,01/10/2020,1,,1,1,,,1,,,1,1,,,1,1,,1,,,1,1,1,1,1,1
2047,02/10/2020,,1,1,1,1,,1,1,,1,1,1,,,1,1,,1,,1,1,,1,,
2048,03/10/2020,1,,1,1,,1,1,1,1,,,1,1,,,1,,,1,1,1,1,,,1
2049,05/10/2020,,,1,1,,,,1,1,1,1,,1,1,,1,1,,,1,1,1,,1,1
2050,06/10/2020,1,1,1,1,1,1,1,,1,,,,1,,1,,1,1,1,,1,1,,,
2051,07/10/2020,1,1,1,1,,,1,,1,1,,1,,,,1,,1,1,1,,1,1,,1
2052,08/10/2020,1,,1,1,,1,,1,,1,,1,1,1,,1,1,1,,1,,,,1,1
2053,09/10/2020,,,1,1,,,,,1,,1,1,1,,1,1,1,1,,1,1,1,1,1,
2054,10/10/2020,1,1,1,,1,,1,1,,1,1,1,,1,,,1,,1,,1,1,1,,
2055,13/10/2020,1,1,1,1,1,,1,,,,1,,,1,1,1,,1,1,,1,,1,,1
2056,14/10/2020,1,,1,1,1,1,,,1,1,,,1,,1,1,1,1,1,1,1,,,,
2057,15/10/2020,,1,,,1,1,,1,1,1,1,1,1,1,1,1,,1,,1,,,,,1
2058,16/10/2020,1,,,,1,,1,1,,1,,1,1,1,1,,1,,,1,1,1,1,1,
2059,17/10/2020,1,,,1,1,,,,,1,,1,,1,1,1,1,1,1,1,1,,1,,1
2060,19/10/2020,,,1,,1,,,,1,,,,1,1,,1,1,1,1,1,1,1,1,1,1
2061,20/10/2020,1,1,,,1,,,1,,1,1,1,,,1,1,1,1,1,1,1,,1,,
2062,21/10/2020,,,1,1,,1,1,1,1,1,,1,,1,1,,,,1,1,,1,1,1,
2063,22/10/2020,1,1,,,1,1,1,,,1,1,,1,,,1,,1,1,1,,1,,1,1
2064,23/10/2020,,,,,,1,1,,1,1,1,1,1,,,,1,1,1,1,1,1,,1,1
2065,24/10/2020,,,,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,,1,1,,,
2066,26/10/2020,,1,,1,,1,,1,1,1,,1,,1,1,1,1,1,1,,,,,1,1
2067,27/10/2020,1,,,,,,1,1,1,,,1,1,1,,1,1,,1,1,1,,1,1,1
2068,28/10/2020,1,1,1,,,,1,,,1,,,,1,1,1,,1,1,1,1,,1,1,1
2069,29/10/2020,1,1,1,1,1,1,1,,1,,,,1,,,,1,,,,1,1,1,1,1
2070,30/10/2020,,1,,1,,1,,1,1,,,1,1,1,1,1,1,,1,1,,,,1,1
2071,31/10/2020,1,1,,1,,1,,,1,1,1,1,1,,1,1,1,,,1,1,,,,1
2072,03/11/2020,1,,1,1,,,,,1,1,1,1,1,1,1,,1,1,,,1,1,,1,
2073,04/11/2020,,,,1,1,1,1,,,,1,1,1,,1,1,,1,1,1,,,1,1,1
2074,05/11/2020,,1,1,1,1,1,,,1,,,,,1,1,,,1,1,1,1,1,,1,1
2075,06/11/2020,,1,1,,1,,1,1,1,,1,1,1,1,,,1,,1,,,,1,1,1
2076,07/11/2020,1,,1,,1,1,,,1,1,1,1,1,1,1,,,1,,,,1,,1,1
2077,09/11/2020,,,1,1,1,,1,1,,1,1,1,1,1,1,1,,,,,1,,,1,1
2078,10/11/2020,1,1,1,1,,1,,,,,,1,1,,1,,1,1,1,,1,1,,1,1
2079,11/11/2020,1,1,1,,,1,,,1,,,1,,1,1,,1,1,1,,,1,1,1,1
2080,12/11/2020,1,1,1,,1,,,,,,,1,1,1,1,1,1,1,,,1,1,1,,1
2081,13/11/2020,,1,,1,1,1,1,,1,1,1,,,,1,1,1,1,1,1,1,,,,
2082,14/11/2020,1,,,1,1,1,1,1,1,1,,,1,,1,1,1,,1,1,,,,,1
2083,16/11/2020,,,,1,1,,1,,1,1,1,1,,1,,1,,,1,1,1,1,1,1,
2084,17/11/2020,1,,1,1,1,1,,1,1,1,1,,,1,1,1,,,1,,,1,,1,
2085,18/11/2020,1,,,1,,1,,,1,1,,1,1,1,1,1,,1,,1,,,1,1,1
2086,19/11/2020,,,,1,1,1,,,,1,1,1,,1,1,,1,,,1,1,1,1,1,1
2087,20/11/2020,,,1,,,1,,1,,1,,,1,1,1,1,1,1,1,1,,,1,1,1
2088,21/11/2020,1,1,,1,1,1,1,,1,,1,,1,1,1,,,,,,1,1,1,1,
2089,23/11/2020,1,1,,,1,1,,1,1,1,1,1,1,,,1,,,1,1,,,1,,1
2090,24/11/2020,1,,,,,1,,1,1,1,,1,,1,1,1,,1,1,1,,1,,1,1
2091,25/11/2020,,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,1,1,,,,1,
2092,26/11/2020,1,1,1,,1,,1,,1,,1,,1,,1,,1,1,1,1,,1,,,1
2093,27/11/2020,1,1,1,1,,1,,1,1,,,1,,1,1,,,,1,1,1,,,1,1
2094,28/11/2020,,1,,1,1,1,,1,1,1,1,1,,1,,,,1,1,,,,1,1,1
2095,30/11/2020,1,1,,1,,1,,1,,,1,1,,1,1,,1,1,1,1,,1,1,,
2096,01/12/2020,,1,1,,,,1,1,1,1,1,,1,1,1,,,1,1,1,1,,,,1
2097,02/12/2020,,1,1,,,1,1,1,,1,,1,,1,1,1,,1,1,,1,,1,1,
2098,03/12/2020,,,,1,,,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,,,1
2099,04/12/2020,1,1,,,1,,1,1,1,,1,1,,1,1,,1,1,,1,,,,1,1
2100,05/12/2020,1,,1,,1,1,1,,,1,1,,,1,,,1,1,1,1,1,,1,,1
2101,07/12/2020,1,1,1,,,,,1,,1,1,,,1,,,1,1,1,1,1,,1,1,1
2102,08/12/2020,,1,1,1,1,,,1,1,1,1,1,1,,1,1,,,,1,,1,,,1
2103,09/12/2020,1,1,,,1,,1,,,1,1,1,1,,1,1,,1,1,1,1,,,,1
2104,10/12/2020,,1,,1,1,1,,1,1,1,1,1,,1,,,1,1,,1,1,,1,,
2105,11/12/2020,,,1,,,,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,,,1
2106,12/12/2020,,1,,1,,1,1,1,1,,1,1,1,1,1,1,1,,,,1,,,1,
2107,14/12/2020,1,1,1,,1,,1,1,1,,,1,1,,,1,,1,,1,,1,,1,1
2108,15/12/2020,1,,1,1,1,1,1,,1,,,,1,,,1,1,1,1,,1,,,1,1
2109,16/12/2020,,1,,1,1,,,1,1,1,1,1,1,1,,1,1,,,,1,1,1,,
2110,17/12/2020,,1,,,,1,,1,,1,1,,1,1,1,1,1,1,,,1,1,,1,1
2111,18/12/2020,1,,1,1,1,,,,1,,1,1,1,1,,1,,,1,1,1,,1,1,
2112,19/12/2020,,1,1,1,,,1,1,1,1,1,1,,,1,1,,1,,,,1,,1,1
2113,21/12/2020,1,1,,1,,,1,1,1,1,1,,1,,,1,1,,,1,,1,,1,1
2114,22/12/2020,,1,,,1,,1,1,1,1,1,,,,1,1,1,1,1,1,1,,,1,
2115,23/12/2020,,,1,,1,,1,,1,1,,1,1,,,1,1,1,,1,1,1,,1,1
2116,24/12/2020,,1,1,1,,1,1,1,1,1,,1,1,1,,,,1,,,1,,,1,1
2117,26/12/2020,1,1,,1,1,,1,,1,,,,,1,1,1,1,,1,1,1,1,,1,
2118,28/12/2020,,,1,,,1,,1,1,1,1,1,,1,,1,1,1,1,1,,1,,,1
2119,29/12/2020,1,,,,1,1,1,1,,1,,1,1,1,,,,1,,1,1,1,1,1,
2120,30/12/2020,,1,,1,1,,,1,1,,,1,1,1,,,1,1,,1,1,1,1,,1
2121,31/12/2020,1,1,,1,1,,1,1,1,,,,,1,,,1,1,1,1,,1,1,,1
2122,02/01/2021,1,,1,1,1,,,,1,1,1,,,1,1,,,1,,1,1,1,1,,1
2123,04/01/2021,1,,,,1,1,,1,1,1,,,,1,,,1,1,1,1,1,,1,1,1
2124,05/01/2021,1,,1,,1,1,1,1,1,1,1,,1,,,1,,,,,,1,1,1,1
2125,06/01/2021,1,,,,,,,1,,1,1,1,1,,1,1,1,,1,1,1,,1,1,1
2126,07/01/2021,1,,1,1,1,,1,1,1,1,,1,,,1,,1,,,,1,1,,1,1
2127,08/01/2021,,1,1,1,1,1,,,,1,1,,1,1,1,1,,1,,1,,,1,1,
2128,09/01/2021,,1,1,1,,1,1,,1,1,1,,,1,,1,1,1,,,,1,1,,1
2129,11/01/2021,1,,1,1,,1,1,1,,1,1,,,1,1,,,,1,1,1,1,,1,
2130,12/01/2021,,,1,1,,1,1,,1,1,1,1,1,1,1,1,,1,,1,,,1,,
2131,13/01/2021,1,1,1,,,,1,1,1,1,1,,1,1,,1,1,,1,,,,1,,1
2132,14/01/2021,1,,1,,,1,,,1,1,1,1,,,1,,1,,1,1,1,1,1,1,
2133,15/01/2021,,1,,1,,1,1,1,1,1,1,,,1,1,,1,1,1,,1,,1,,
2134,16/01/2021,1,,1,1,,1,,1,,1,,1,,1,,,1,1,1,1,1,1,,,1
2135,18/01/2021,1,1,1,1,1,1,,1,,,,,1,,1,1,,1,1,,1,,1,,1
2136,19/01/2021,,1,1,1,,1,1,,1,1,,,1,1,,1,,1,1,1,,,,1,1
2137,20/01/2021,,1,,,,1,1,,1,,1,1,1,1,,1,1,1,1,1,1,,1,,
2138,21/01/2021,,1,1,,1,1,1,1,1,,,1,1,,,1,,1,1,,1,1,,1,
2139,22/01/2021,1,1,1,,,,1,1,,,,1,1,1,,1,1,1,1,,,1,1,,1
2140,23/01/2021,1,,1,,1,1,1,1,1,,1,,,,1,,1,,,1,1,1,1,1,
2141,25/01/2021,1,1,1,1,1,,1,1,1,1,,,,1,,,,1,,,,1,1,1,1
2142,26/01/2021,,1,,1,,1,1,,1,,1,1,,1,,1,1,,,1,,1,1,1,1
2143,27/01/2021,1,1,1,,,1,,,1,1,1,,,1,,,1,1,1,1,1,,1,,1
2144,28/01/2021,1,1,,,1,1,,1,1,,1,1,1,1,1,,1,,1,1,,,,,1
